observed_on,scientific_name,common_name,taxon_order_name,taxon_family_name
6/10/2022,Polycaon stoutii,Stout's Hardwood Borer,Coleoptera,Bostrichidae
6/10/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/10/2022,Mioptachys flavicauda,Yellow-tipped Riverbank Ground Beetle,Coleoptera,Carabidae
6/10/2022,Junonia grisea,Gray Buckeye,Lepidoptera,Nymphalidae
6/10/2022,Junonia grisea,Gray Buckeye,Lepidoptera,Nymphalidae
6/10/2022,Pontia protodice,Checkered White,Lepidoptera,Pieridae
6/10/2022,Anastrangalia laetifica,Dimorphic Flower Longhorn Beetle,Coleoptera,Cerambycidae
6/10/2022,Pontia protodice,Checkered White,Lepidoptera,Pieridae
6/10/2022,Anastrangalia laetifica,Dimorphic Flower Longhorn Beetle,Coleoptera,Cerambycidae
6/10/2022,Phyciodes pulchella,Field Crescent,Lepidoptera,Nymphalidae
6/10/2022,Icaricia icarioides,Boisduval's Blue,Lepidoptera,Lycaenidae
6/10/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/10/2022,Coenonympha california,Common Ringlet,Lepidoptera,Nymphalidae
6/10/2022,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
6/10/2022,Anastrangalia laetifica,Dimorphic Flower Longhorn Beetle,Coleoptera,Cerambycidae
6/10/2022,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
6/10/2022,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
6/10/2022,Phyciodes pulchella,Field Crescent,Lepidoptera,Nymphalidae
6/10/2022,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
6/11/2022,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
6/11/2022,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/11/2022,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
6/11/2022,Pyrgus ruralis,Two-banded Checkered-Skipper,Lepidoptera,Hesperiidae
6/11/2022,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
6/11/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/11/2022,Diabrotica undecimpunctata,Spotted Cucumber Beetle,Coleoptera,Chrysomelidae
6/11/2022,Coenonympha california,Common Ringlet,Lepidoptera,Nymphalidae
6/11/2022,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/11/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/11/2022,Temnoscheila chlorodia,Pine Trogossitid Beetle,Coleoptera,Trogossitidae
6/11/2022,Omus californicus,California Night-stalking Tiger Beetle,Coleoptera,Carabidae
6/11/2022,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/11/2022,Trachypachus gibbsii,,Coleoptera,Trachypachidae
6/11/2022,Coelocnemis dilaticollis,California Broad-necked Darkling Beetle,Coleoptera,Tenebrionidae
6/11/2022,Polycaon stoutii,Stout's Hardwood Borer,Coleoptera,Bostrichidae
6/11/2022,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/11/2022,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/12/2022,Cercyonis sthenele,Great Basin Wood-Nymph,Lepidoptera,Nymphalidae
6/12/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/12/2022,Chlosyne palla,Northern Checkerspot,Lepidoptera,Nymphalidae
6/12/2022,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
6/12/2022,Argia vivida,Vivid Dancer,Odonata,Coenagrionidae
6/12/2022,Coenonympha california,Common Ringlet,Lepidoptera,Nymphalidae
6/12/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/12/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/12/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/12/2022,Chalcophora angulicollis,Western Sculptured Pine Borer,Coleoptera,Buprestidae
6/12/2022,Alaus melanops,Western Eyed Click Beetle,Coleoptera,Elateridae
6/13/2022,Buprestis laeviventris,,Coleoptera,Buprestidae
6/13/2022,Alaus melanops,Western Eyed Click Beetle,Coleoptera,Elateridae
6/14/2022,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
6/14/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/14/2022,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
6/14/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/14/2022,Sympetrum illotum,Cardinal Meadowhawk,Odonata,Libellulidae
6/14/2022,Junonia grisea,Gray Buckeye,Lepidoptera,Nymphalidae
6/15/2022,Chalcophora angulicollis,Western Sculptured Pine Borer,Coleoptera,Buprestidae
6/15/2022,Polycaon stoutii,Stout's Hardwood Borer,Coleoptera,Bostrichidae
6/15/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/15/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/15/2022,Orohermes crepusculus,,Megaloptera,Corydalidae
6/16/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/16/2022,Dolichovespula arenaria,Common Aerial Yellowjacket,Hymenoptera,Vespidae
6/17/2022,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
6/18/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/18/2022,Callophrys augustinus,Brown Elfin,Lepidoptera,Lycaenidae
6/18/2022,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
6/18/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/19/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/19/2022,Satyrium californica,California Hairstreak,Lepidoptera,Lycaenidae
6/19/2022,Phyciodes pulchella,Field Crescent,Lepidoptera,Nymphalidae
6/19/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/19/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/19/2022,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
6/19/2022,Aquarius remigis,North American Common Water Strider,Hemiptera,Gerridae
6/19/2022,Octogomphus specularis,Grappletail,Odonata,Gomphidae
6/19/2022,Cordulegaster dorsalis,Pacific Spiketail,Odonata,Cordulegastridae
6/19/2022,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
6/19/2022,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
6/19/2022,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
6/20/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/20/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/20/2022,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
6/20/2022,Euphilotes battoides,Square-spotted Blue,Lepidoptera,Lycaenidae
6/20/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/20/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/20/2022,Pachyta lamed,,Coleoptera,Cerambycidae
6/20/2022,Boreocanthon simplex,,Coleoptera,Scarabaeidae
6/20/2022,Eristalis hirta,Black-footed Drone Fly,Diptera,Syrphidae
6/21/2022,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/21/2022,Satyrium californica,California Hairstreak,Lepidoptera,Lycaenidae
6/21/2022,Hesperia juba,Juba Skipper,Lepidoptera,Hesperiidae
6/21/2022,Polycaon stoutii,Stout's Hardwood Borer,Coleoptera,Bostrichidae
6/21/2022,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
6/21/2022,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
6/21/2022,Bombus insularis,Indiscriminate Cuckoo Bumble Bee,Hymenoptera,Apidae
6/21/2022,Bombus insularis,Indiscriminate Cuckoo Bumble Bee,Hymenoptera,Apidae
6/21/2022,Bombus insularis,Indiscriminate Cuckoo Bumble Bee,Hymenoptera,Apidae
6/21/2022,Bombus insularis,Indiscriminate Cuckoo Bumble Bee,Hymenoptera,Apidae
6/21/2022,Bombus insularis,Indiscriminate Cuckoo Bumble Bee,Hymenoptera,Apidae
6/21/2022,Bombus insularis,Indiscriminate Cuckoo Bumble Bee,Hymenoptera,Apidae
6/21/2022,Bombus insularis,Indiscriminate Cuckoo Bumble Bee,Hymenoptera,Apidae
6/21/2022,Bombus insularis,Indiscriminate Cuckoo Bumble Bee,Hymenoptera,Apidae
6/21/2022,Bombus mixtus,Fuzzy-Horned Bumble Bee,Hymenoptera,Apidae
6/21/2022,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
6/21/2022,Papilio zelicaon,Anise Swallowtail,Lepidoptera,Papilionidae
6/21/2022,Pseudomasaris edwardsii,,Hymenoptera,Vespidae
6/21/2022,Pseudomasaris edwardsii,,Hymenoptera,Vespidae
6/22/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/22/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/22/2022,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
6/22/2022,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
6/22/2022,Icaricia acmon,Acmon Blue,Lepidoptera,Lycaenidae
6/22/2022,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
6/22/2022,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
6/23/2022,Rhynocoris ventralis,,Hemiptera,Reduviidae
6/23/2022,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
6/23/2022,Judolia instabilis,,Coleoptera,Cerambycidae
6/23/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/23/2022,Largus californicus,California Bordered Plant Bug,Hemiptera,Largidae
6/23/2022,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
6/23/2022,Chalcophora angulicollis,Western Sculptured Pine Borer,Coleoptera,Buprestidae
6/23/2022,Alaus melanops,Western Eyed Click Beetle,Coleoptera,Elateridae
6/24/2022,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
6/24/2022,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
6/24/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/24/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/24/2022,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
6/24/2022,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
6/24/2022,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
6/24/2022,Hemileuca eglanterina,Western Sheep Moth,Lepidoptera,Saturniidae
6/24/2022,Hemileuca eglanterina,Western Sheep Moth,Lepidoptera,Saturniidae
6/24/2022,Octogomphus specularis,Grappletail,Odonata,Gomphidae
6/24/2022,Cordulegaster dorsalis,Pacific Spiketail,Odonata,Cordulegastridae
6/24/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/24/2022,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
6/25/2022,Icaricia acmon,Acmon Blue,Lepidoptera,Lycaenidae
6/25/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/25/2022,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
6/25/2022,Icaricia acmon,Acmon Blue,Lepidoptera,Lycaenidae
6/25/2022,Aeshna umbrosa,Shadow Darner,Odonata,Aeshnidae
6/25/2022,Callophrys augustinus,Brown Elfin,Lepidoptera,Lycaenidae
6/25/2022,Icaricia acmon,Acmon Blue,Lepidoptera,Lycaenidae
6/25/2022,Satyrium californica,California Hairstreak,Lepidoptera,Lycaenidae
6/25/2022,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
6/25/2022,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
6/26/2022,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
6/26/2022,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/26/2022,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
6/26/2022,Ulochaetes leoninus,Lion Beetle,Coleoptera,Cerambycidae
6/26/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
6/27/2022,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
6/27/2022,Argynnis hydaspe,Hydaspe Fritillary,Lepidoptera,Nymphalidae
6/27/2022,Polygonia gracilis,Hoary Comma,Lepidoptera,Nymphalidae
6/27/2022,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
6/27/2022,Polites sabuleti,Sandhill Skipper,Lepidoptera,Hesperiidae
6/27/2022,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
6/27/2022,Polites sabuleti,Sandhill Skipper,Lepidoptera,Hesperiidae
6/27/2022,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
6/27/2022,Aglais milberti,Milbert's Tortoiseshell,Lepidoptera,Nymphalidae
6/27/2022,Papilio zelicaon,Anise Swallowtail,Lepidoptera,Papilionidae
6/27/2022,Pontia occidentalis,Western White,Lepidoptera,Pieridae
6/27/2022,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
6/27/2022,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
6/27/2022,Colias eurytheme,Orange Sulphur,Lepidoptera,Pieridae
6/27/2022,Chlosyne hoffmanni,Hoffmann's Checkerspot,Lepidoptera,Nymphalidae
6/27/2022,Pseudomasaris vespoides,,Hymenoptera,Vespidae
6/27/2022,Cordulia shurtleffii,American Emerald,Odonata,Corduliidae
6/27/2022,Polites sabuleti,Sandhill Skipper,Lepidoptera,Hesperiidae
6/27/2022,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
6/28/2022,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
6/28/2022,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
6/28/2022,Icaricia acmon,Acmon Blue,Lepidoptera,Lycaenidae
6/28/2022,Pseudomasaris vespoides,,Hymenoptera,Vespidae
6/28/2022,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
6/28/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/28/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
6/28/2022,Chalcophora angulicollis,Western Sculptured Pine Borer,Coleoptera,Buprestidae
6/29/2022,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
6/29/2022,Cordulia shurtleffii,American Emerald,Odonata,Corduliidae
6/29/2022,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
6/29/2022,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
6/29/2022,Cordulia shurtleffii,American Emerald,Odonata,Corduliidae
6/29/2022,Cosmopepla conspicillaris,Hedge Nettle Stink Bug,Hemiptera,Pentatomidae
6/29/2022,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
6/29/2022,Bombus insularis,Indiscriminate Cuckoo Bumble Bee,Hymenoptera,Apidae
6/29/2022,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
6/29/2022,Alypia langtoni,Langton's Forester,Lepidoptera,Noctuidae
6/29/2022,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
6/30/2022,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
6/30/2022,Polites sabuleti,Sandhill Skipper,Lepidoptera,Hesperiidae
6/30/2022,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
6/30/2022,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
7/1/2022,Argynnis hydaspe,Hydaspe Fritillary,Lepidoptera,Nymphalidae
7/1/2022,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
7/1/2022,Malacosoma californica,Western Tent Caterpillar Moth,Lepidoptera,Lasiocampidae
7/1/2022,Malacosoma californica,Western Tent Caterpillar Moth,Lepidoptera,Lasiocampidae
7/1/2022,Malacosoma californica,Western Tent Caterpillar Moth,Lepidoptera,Lasiocampidae
7/2/2022,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
7/2/2022,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
7/2/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
7/2/2022,Neacoryphus bicrucis,White-crossed Seed Bug,Hemiptera,Lygaeidae
7/2/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
7/2/2022,Coelocnemis dilaticollis,California Broad-necked Darkling Beetle,Coleoptera,Tenebrionidae
7/2/2022,Sphiximorpha cylindrica,Cylindrical Wasp Fly,Diptera,Syrphidae
7/2/2022,Pseudomasaris vespoides,,Hymenoptera,Vespidae
7/3/2022,Cosmopepla conspicillaris,Hedge Nettle Stink Bug,Hemiptera,Pentatomidae
7/3/2022,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
7/3/2022,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
7/3/2022,Polites sonora,Sonoran Skipper,Lepidoptera,Hesperiidae
7/3/2022,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
7/4/2022,Cratypedes neglectus,Pronotal Range Grasshopper,Orthoptera,Acrididae
7/4/2022,Camponotus vicinus,Bicolored Carpenter Ant,Hymenoptera,Formicidae
7/5/2022,Euphilotes battoides,Square-spotted Blue,Lepidoptera,Lycaenidae
7/5/2022,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
7/6/2022,Vespula alascensis,Alaska Yellowjacket,Hymenoptera,Vespidae
7/6/2022,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
7/6/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
7/6/2022,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
7/6/2022,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
7/6/2022,Polites sabuleti,Sandhill Skipper,Lepidoptera,Hesperiidae
7/7/2022,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
7/7/2022,Ulochaetes leoninus,Lion Beetle,Coleoptera,Cerambycidae
7/7/2022,Strymon melinus,Gray Hairstreak,Lepidoptera,Lycaenidae
7/7/2022,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
7/8/2022,Monochamus scutellatus,White-spotted Sawyer,Coleoptera,Cerambycidae
7/8/2022,Nymphalis antiopa,Mourning Cloak,Lepidoptera,Nymphalidae
7/8/2022,Xanthippus sierra,Sierra Grasshopper,Orthoptera,Acrididae
7/9/2022,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
7/9/2022,Megachile melanophaea,Black-and-gray Leafcutter Bee,Hymenoptera,Megachilidae
7/9/2022,Anthophora urbana,Urbane Digger Bee,Hymenoptera,Apidae
7/9/2022,Albuna pyramidalis,Fireweed Clearwing Moth,Lepidoptera,Sesiidae
7/9/2022,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
7/9/2022,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
7/9/2022,Aeshna umbrosa,Shadow Darner,Odonata,Aeshnidae
7/9/2022,Pseudomasaris vespoides,,Hymenoptera,Vespidae
7/10/2022,Ceruchus punctatus,,Coleoptera,Lucanidae
7/10/2022,Bombus vandykei,Van Dyke's Bumble Bee,Hymenoptera,Apidae
7/10/2022,Cosmopepla conspicillaris,Hedge Nettle Stink Bug,Hemiptera,Pentatomidae
7/10/2022,Trichocnemis spiculatus,Spined Woodborer,Coleoptera,Cerambycidae
7/11/2022,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
7/11/2022,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
7/11/2022,Bombus mixtus,Fuzzy-Horned Bumble Bee,Hymenoptera,Apidae
7/11/2022,Temnoscheila chlorodia,Pine Trogossitid Beetle,Coleoptera,Trogossitidae
7/11/2022,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
7/11/2022,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
7/11/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
7/11/2022,Asemum nitidum,,Coleoptera,Cerambycidae
7/11/2022,Cordulegaster dorsalis,Pacific Spiketail,Odonata,Cordulegastridae
7/11/2022,Alaus melanops,Western Eyed Click Beetle,Coleoptera,Elateridae
7/11/2022,Etorofus obliteratus,,Coleoptera,Cerambycidae
7/11/2022,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
7/11/2022,Lygaeus kalmii,Small Milkweed Bug,Hemiptera,Lygaeidae
7/11/2022,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
7/11/2022,Hylaeus rudbeckiae,Coneflower Masked Bee,Hymenoptera,Colletidae
7/12/2022,Euphydryas editha,Edith's Checkerspot,Lepidoptera,Nymphalidae
7/12/2022,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
7/12/2022,Circotettix undulatus,Undulant-Winged Grasshopper,Orthoptera,Acrididae
7/12/2022,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
7/12/2022,Oeneis chryxus,Chryxus Arctic,Lepidoptera,Nymphalidae
7/12/2022,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
7/12/2022,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
7/13/2022,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
7/13/2022,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
7/13/2022,Callophrys spinetorum,Thicket Hairstreak,Lepidoptera,Lycaenidae
7/13/2022,Polites sabuleti,Sandhill Skipper,Lepidoptera,Hesperiidae
7/13/2022,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
7/13/2022,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
7/13/2022,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
7/13/2022,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
7/13/2022,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
7/13/2022,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
7/13/2022,Icaricia saepiolus,Greenish Blue,Lepidoptera,Lycaenidae
7/13/2022,Euphydryas editha,Edith's Checkerspot,Lepidoptera,Nymphalidae
7/13/2022,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
7/13/2022,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
7/13/2022,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
7/13/2022,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
7/13/2022,Oeneis chryxus,Chryxus Arctic,Lepidoptera,Nymphalidae
7/13/2022,Oeneis chryxus,Chryxus Arctic,Lepidoptera,Nymphalidae
7/13/2022,Chlosyne whitneyi,Sierra Nevada Checkerspot,Lepidoptera,Nymphalidae
7/13/2022,Chlosyne whitneyi,Sierra Nevada Checkerspot,Lepidoptera,Nymphalidae
7/13/2022,Chlosyne whitneyi,Sierra Nevada Checkerspot,Lepidoptera,Nymphalidae
7/13/2022,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
7/13/2022,Oeneis chryxus,Chryxus Arctic,Lepidoptera,Nymphalidae
7/13/2022,Papilio zelicaon,Anise Swallowtail,Lepidoptera,Papilionidae
7/13/2022,Euphydryas editha,Edith's Checkerspot,Lepidoptera,Nymphalidae
7/13/2022,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
